HEAD,0.000,73.000,
f000001,73.000,109.600,"Ladies and gentlemen the Republican nominee for president, Donald J. Trump, and the Democratic nominee for president, Hillary Clinton."
f000002,109.600,109.601,(APPLAUSE)
f000003,109.601,110.360,Thank you very much for being here.
f000004,110.360,114.060,We’re going to begin with a question from one of the members in our town hall.
f000005,114.060,116.680,Each of you will have two minutes to respond to this question.
f000006,116.680,119.240,"Secretary Clinton, you won the coin toss, so you’ll go first."
f000007,119.240,121.280,Our first question comes from Patrice Brock.
f000008,121.280,122.440,Patrice?
n000001,122.440,124.280,(SILENCE)
f000009,124.280,125.360,"Thank you, and good evening."
n000002,125.360,126.160,(SILENCE)
f000010,126.160,133.660,"The last debate could have been rated as MA, mature audiences, per TV parental guidelines."
f000011,133.660,142.800,"Knowing that educators assign viewing the presidential debates as students’ homework, do you feel you’re modeling appropriate and positive behavior for today’s youth?"
f000012,142.800,145.400,"Well, thank you."
f000013,145.400,145.640,Are you a teacher?
n000003,145.640,145.960,(SILENCE)
f000014,145.960,158.320,"Yes, I think that that’s a very good question, because I’ve heard from lots of teachers and parents about some of their concerns about some of the things that are being said and done in this campaign."
n000004,158.320,158.880,(SILENCE)
f000015,158.880,170.060,And I think it is very important for us to make clear to our children that our country really is great because we’re good.
f000016,170.060,173.960,"And we are going to respect one another, lift each other up."
n000005,173.960,174.760,(SILENCE)
f000017,174.760,190.060,"We are going to be looking for ways to celebrate our diversity, and we are going to try to reach out to every boy and girl, as well as every adult, to bring them in to working on behalf of our country."
f000018,190.060,194.080,I have a very positive and optimistic view about what we can do together.
n000006,194.080,194.640,(SILENCE)
f000019,194.640,223.240,"That’s why the slogan of my campaign is ""Stronger Together,"" because I think if we work together, if we overcome the divisiveness that sometimes sets Americans against one another, and instead we make some big goals — and I’ve set forth some big goals, getting the economy to work for everyone, not just those at the top, making sure that we have the best education system from preschool through college and making it affordable, and so much else."
f000020,223.240,230.920,"If we set those goals and we go together to try to achieve them, there’s nothing in my opinion that America can’t do."
n000007,230.920,231.360,(SILENCE)
f000021,231.360,235.880,So that’s why I hope that we will come together in this campaign.
n000008,235.880,236.440,(SILENCE)
f000022,236.440,244.560,"Obviously, I’m hoping to earn your vote, I’m hoping to be elected in November, and I can promise you, I will work with every American."
f000023,244.560,252.280,"I want to be the president for all Americans, regardless of your political beliefs, where you come from, what you look like, your religion."
n000009,252.280,252.720,(SILENCE)
f000024,252.720,260.600,"I want us to heal our country and bring it together because that’s, I think, the best way for us to get the future that our children and our grandchildren deserve."
n000010,260.600,261.040,(SILENCE)
f000025,261.040,262.000,"Secretary Clinton, thank you."
f000026,262.000,262.980,"Mr. Trump, you have two minutes."
n000011,262.980,263.800,(SILENCE)
f000027,263.800,265.080,"Well, I actually agree with that."
n000012,265.080,265.800,(SILENCE)
f000028,265.800,268.820,I agree with everything she said.
f000029,268.820,275.720,I began this campaign because I was so tired of seeing such foolish things happen to our country.
n000013,275.720,276.720,(SILENCE)
f000030,276.720,277.880,This is a great country.
f000031,277.880,278.920,This is a great land.
n000014,278.920,279.560,(SILENCE)
f000032,279.560,285.880,I’ve gotten to know the people of the country over the last year-and-a-half that I’ve been doing this as a politician.
n000015,285.880,286.440,(SILENCE)
f000033,286.440,290.960,"I cannot believe I’m saying that about myself, but I guess I have been a politician."
f000034,290.960,294.700,And my whole concept was to make America great again.
f000035,294.700,328.560,"When I watch the deals being made, when I watch what’s happening with some horrible things like Obamacare, where your health insurance and health care is going up by numbers that are astronomical, 68 percent, 59 percent, 71 percent, when I look at the Iran deal and how bad a deal it is for us, it’s a one-sided transaction where we’re giving back $150 billion to a terrorist state, really, the number one terror state, we’ve made them a strong country from really a very weak country just three years ago."
f000036,328.560,339.600,"When I look at all of the things that I see and all of the potential that our country has, we have such tremendous potential, whether it’s in business and trade, where we’re doing so badly."
